Intermediaries,Customers,Cluster,Periods,Availability
5,20,3,20,0
5,20,3,21,0
5,20,3,22,0
5,20,3,23,0
5,20,3,24,0
5,20,3,25,0
5,20,3,26,0
5,20,3,27,0
5,20,3,28,0
5,20,3,29,0
5,20,3,30,0
5,21,2,1,0
5,21,2,2,0
5,21,2,3,0
5,21,2,4,0
5,21,2,5,1
5,21,2,6,0
5,21,2,7,0
5,21,2,8,0
5,21,2,9,0
5,21,2,10,0
5,21,2,11,0
5,21,2,12,1
5,21,2,13,0
5,21,2,14,0
5,21,2,15,0
5,21,2,16,0
5,21,2,17,0
5,21,2,18,0
5,21,2,19,1
5,21,2,20,0
5,21,2,21,0
5,21,2,22,0
5,21,2,23,0
5,21,2,24,0
5,21,2,25,0
5,21,2,26,1
5,21,2,27,0
5,21,2,28,0
5,21,2,29,0
5,21,2,30,0
5,22,3,1,0
5,22,3,2,0
5,22,3,3,0
5,22,3,4,0
5,22,3,5,0
5,22,3,6,0
5,22,3,7,0
5,22,3,8,0
5,22,3,9,0
5,22,3,10,0
5,22,3,11,0
5,22,3,12,0
5,22,3,13,0
5,22,3,14,0
5,22,3,15,0
5,22,3,16,0
5,22,3,17,0
5,22,3,18,0
5,22,3,19,0
5,22,3,20,0
5,22,3,21,0
5,22,3,22,0
5,22,3,23,0
5,22,3,24,0
5,22,3,25,0
5,22,3,26,0
5,22,3,27,0
5,22,3,28,0
5,22,3,29,0
5,22,3,30,0
5,23,2,1,0
5,23,2,2,0
5,23,2,3,0
5,23,2,4,0
5,23,2,5,1
5,23,2,6,0
5,23,2,7,0
5,23,2,8,0
5,23,2,9,0
5,23,2,10,0
5,23,2,11,0
5,23,2,12,1
5,23,2,13,0
5,23,2,14,0
5,23,2,15,0
5,23,2,16,0
5,23,2,17,0
5,23,2,18,0
5,23,2,19,1
5,23,2,20,0
5,23,2,21,0
5,23,2,22,0
5,23,2,23,0
5,23,2,24,0
5,23,2,25,0
5,23,2,26,1
5,23,2,27,0
5,23,2,28,0
5,23,2,29,0
5,23,2,30,0
5,24,3,1,0
5,24,3,2,0
5,24,3,3,0
5,24,3,4,0
5,24,3,5,0
5,24,3,6,0
5,24,3,7,0
5,24,3,8,0
5,24,3,9,0
5,24,3,10,0
5,24,3,11,0
5,24,3,12,0
5,24,3,13,0
5,24,3,14,0
5,24,3,15,0
5,24,3,16,0
5,24,3,17,0
5,24,3,18,0
5,24,3,19,0
5,24,3,20,0
5,24,3,21,0
5,24,3,22,0
5,24,3,23,0
5,24,3,24,0
5,24,3,25,0
5,24,3,26,0
5,24,3,27,0
5,24,3,28,0
5,24,3,29,0
5,24,3,30,0
5,25,3,1,0
5,25,3,2,0
5,25,3,3,0
5,25,3,4,0
5,25,3,5,0
5,25,3,6,0
5,25,3,7,0
5,25,3,8,0
5,25,3,9,0
5,25,3,10,0
5,25,3,11,0
5,25,3,12,0
5,25,3,13,0
5,25,3,14,0
5,25,3,15,0
5,25,3,16,0
5,25,3,17,0
5,25,3,18,0
5,25,3,19,0
5,25,3,20,0
5,25,3,21,0
5,25,3,22,0
5,25,3,23,0
5,25,3,24,0
5,25,3,25,0
5,25,3,26,0
5,25,3,27,0
5,25,3,28,0
5,25,3,29,0
5,25,3,30,0
5,26,2,1,0
5,26,2,2,0
5,26,2,3,0
5,26,2,4,0
5,26,2,5,1
5,26,2,6,0
5,26,2,7,0
5,26,2,8,0
5,26,2,9,0
5,26,2,10,0
5,26,2,11,0
5,26,2,12,1
5,26,2,13,0
5,26,2,14,0
5,26,2,15,0
5,26,2,16,0
5,26,2,17,0
5,26,2,18,0
5,26,2,19,1
5,26,2,20,0
5,26,2,21,0
5,26,2,22,0
5,26,2,23,0
5,26,2,24,0
5,26,2,25,0
5,26,2,26,1
5,26,2,27,0
5,26,2,28,0
5,26,2,29,0
5,26,2,30,0
5,27,1,1,0
5,27,1,2,0
5,27,1,3,0
5,27,1,4,0
5,27,1,5,0
5,27,1,6,0
5,27,1,7,0
5,27,1,8,0
5,27,1,9,0
5,27,1,10,0
5,27,1,11,0
5,27,1,12,0
5,27,1,13,0
5,27,1,14,0
5,27,1,15,0
5,27,1,16,0
5,27,1,17,0
5,27,1,18,0
5,27,1,19,0
5,27,1,20,0
5,27,1,21,0
5,27,1,22,0
5,27,1,23,0
5,27,1,24,0
5,27,1,25,0
5,27,1,26,0
5,27,1,27,0
5,27,1,28,0
5,27,1,29,0
5,27,1,30,0
5,28,2,1,0
5,28,2,2,0
5,28,2,3,0
5,28,2,4,0
5,28,2,5,1
5,28,2,6,0
5,28,2,7,0
5,28,2,8,0
5,28,2,9,0
5,28,2,10,0
5,28,2,11,0
5,28,2,12,1
5,28,2,13,0
5,28,2,14,0
5,28,2,15,0
5,28,2,16,0
5,28,2,17,0
5,28,2,18,0
5,28,2,19,1
5,28,2,20,0
5,28,2,21,0
5,28,2,22,0
5,28,2,23,0
5,28,2,24,0
5,28,2,25,0
5,28,2,26,1
5,28,2,27,0
5,28,2,28,0
5,28,2,29,0
5,28,2,30,0
5,29,3,1,0
5,29,3,2,0
5,29,3,3,0
5,29,3,4,0
5,29,3,5,0
5,29,3,6,0
5,29,3,7,0
5,29,3,8,0
5,29,3,9,0
5,29,3,10,0
5,29,3,11,0
5,29,3,12,0
5,29,3,13,0
5,29,3,14,0
5,29,3,15,0
5,29,3,16,0
5,29,3,17,0
5,29,3,18,0
5,29,3,19,0
5,29,3,20,0
5,29,3,21,0
5,29,3,22,0
5,29,3,23,0
5,29,3,24,0
5,29,3,25,0
5,29,3,26,0
5,29,3,27,0
5,29,3,28,0
5,29,3,29,0
5,29,3,30,0
5,30,2,1,0
5,30,2,2,0
5,30,2,3,0
5,30,2,4,0
5,30,2,5,1
5,30,2,6,0
5,30,2,7,0
5,30,2,8,0
5,30,2,9,0
5,30,2,10,0
5,30,2,11,0
5,30,2,12,1
5,30,2,13,0
5,30,2,14,0
5,30,2,15,0
5,30,2,16,0
5,30,2,17,0
5,30,2,18,0
5,30,2,19,1
5,30,2,20,0
5,30,2,21,0
5,30,2,22,0
5,30,2,23,0
5,30,2,24,0
5,30,2,25,0
5,30,2,26,1
5,30,2,27,0
5,30,2,28,0
5,30,2,29,0
5,30,2,30,0
